32.84,85
47.14,0
47.6,1
47.51,2
48.77,3
49.34,4
49.26,5
49.61,6
49.82,7
49.94,8
49.47,9
48.38,10
48.68,11
47.86,12
48.06,13
47.98,14
48.05,15
48.06,16
48.68,17
48.37,18
47.71,19
47.42,20
47.08,21
47.35,22
47.04,23
47.75,24
47.42,25
48.28,26
47.88,27
47.88,28
48.11,29
48.13,30
47.65,31
48.64,32
48.57,33
49.66,34
50.91,35
52.28,36
52.09,37
51.3,38
0,48.46
1,48.58
2,47.71
3,48.39
4,47.22
5,47.64
6,47.2
7,46.32
8,46.47
9,46.28
10,46.78
11,46.85
12,46.67
13,46.25
14,46.58
15,45.4
16,44.67
17,43.93
18,43.53
19,42.35
20,42.38
21,42.25
22,41.74
23,40.89
24,41.21
25,40.3
26,40.01
27,39.76
28,39.01
29,39.34
30,39.71
31,39.49
32,38.56
33,38.35
34,38.01
35,36.94
36,37.48
37,38.18
38,38.04
39,36.89
40,36.18
41,35.3
42,34.23
43,33.62
44,33.67
45,32.92
46,32.4
47,32.23
48,32.27
49,32.28
50,31.14
51,29.87
52,28.74
53,28.13
54,28.37
55,28.19
56,28.13
57,27.51
58,27.13
59,27.06
60,27.05
61,26.39
62,26.58
63,26.79
64,26.67
65,25.68
66,25.14
67,24.42
68,23.3
69,23.02
70,21.97
71,20.87
72,19.95
73,19.29
74,18.53
75,18.28
76,18.08
77,18.73
78,18.8
79,17.98
80,18.58
81,18.47
82,18.85
83,18.03
84,17.74
85,18.41
86,17.88
87,17.06
88,16.47
89,17.46
90,18.18
91,17.54
92,16.45
93,16.27
94,15.42
95,14.94
96,13.96
97,13.79
98,12.81
99,11.75
100,11.88
101,12.77
102,13.39
103,14.07
104,13.64
105,14.24
106,14.36
107,14.64
108,13.68
109,12.8
110,13.25
111,13.44
112,14.4
113,15.22
114,16.17
115,15.94
116,16.33
117,17.16
118,17.23
119,17.06
120,16.56
121,16.12
122,14.89
123,14.19
124,13.54
125,14.36
126,15.06
127,14.57
128,14.12
129,14.99
130,15.98
131,14.73
132,14.14
133,13.48
134,14.03
135,13.24
136,13.66
137,12.71
138,12.95
139,12.7
140,13.03
141,12.07
142,12.27
143,12.57
144,12.37
145,13.05
146,14.07
147,14.02
148,14.77
149,15.46
150,14.77
151,14.92
152,14.85
153,14.49
154,14.03
155,13.61
156,14.09
157,14.58
158,15.48
159,15.5
160,15.92
161,16.37
162,16.54
163,16.18
164,15.73
165,15.3
166,14.52
167,14.94
168,14.72
169,14.19
170,14.12
171,13.8
172,14.18
173,14.37
174,14.9
175,15.2
176,14.56
177,14.04
178,14.93
179,15.1
180,15.72
181,16.29
182,15.41
183,15.48
184,15.05
185,14.93
186,15.66
187,15.73
188,14.85
189,15.17
190,15.36
191,15.21
192,15.21
193,15.94
194,15.09
195,15.86
196,14.89
197,15.68
198,14.95
199,15.43
200,16.0
201,16.15
202,17.17
203,18.0
204,18.3
205,17.19
206,17.32
207,17.39
208,17.89
209,16.99
210,17.57
211,17.86
212,18.06
213,18.8
214,18.2
215,16.94
216,17.51
217,18.48
218,18.38
219,18.49
220,18.87
221,18.23
222,17.49
223,18.39
224,17.98
225,17.34
226,18.1
227,18.92
228,18.89
229,18.87
230,18.74
231,19.3
232,19.54
233,19.47
234,19.62
235,20.01
236,20.86
237,20.51
238,20.93
239,21.79
240,21.04
241,21.28
242,21.4
243,21.51
244,21.66
245,21.98
246,21.9
247,23.08
248,22.81
249,23.67
250,22.63
251,22.62
252,22.67
253,23.96
254,24.55
255,23.67
256,24.38
257,24.24
258,24.67
259,25.23
260,25.88
261,26.19
262,26.62
263,26.31
264,26.28
265,26.36
266,27.07
267,27.02
268,27.19
269,26.73
270,27.16
271,27.26
272,27.69
273,26.95
274,26.51
275,25.85
276,24.86
277,24.99
278,25.18
279,24.8
280,23.71
281,23.4
282,22.52
283,22.99
284,22.1
285,21.46
286,22.16
287,21.52
288,20.93
289,20.62
290,19.72
291,20.51
292,19.79
293,19.05
294,18.85
295,18.57
296,17.77
297,17.47
298,16.82
299,16.08
300,17.23
301,17.96
302,17.88
303,17.24
304,17.82
305,16.77
306,16.75
307,16.53
308,16.08
309,16.44
310,17.23
311,17.38
312,17.36
313,16.3
314,16.3
315,15.99
316,15.07
317,14.61
318,14.08
319,13.84
320,14.82
321,14.05
322,14.8
323,14.87
324,14.31
325,14.69
326,15.47
327,16.23
328,17.15
329,16.65
330,15.98
331,15.53
332,14.88
333,14.41
334,14.73
335,14.66
336,15.33
337,15.22
338,15.0
339,14.59
340,14.14
341,14.89
342,15.9
343,16.22
344,17.12
345,17.06
346,17.16
347,16.57
348,16.18
349,16.56
350,17.34
351,17.15
352,17.27
353,18.1
354,18.76
355,18.38
356,18.6
357,18.74
358,17.74
359,18.51
360,17.86
361,17.49
362,16.85
363,15.92
364,16.23
365,17.15
366,17.99
367,17.21
368,17.61
369,18.67
370,18.78
371,19.37
372,18.53
373,18.24
374,17.8
375,18.39
376,18.15
377,18.33
378,19.21
379,18.58
380,19.49
381,19.06
382,19.01
383,18.42
384,19.43
385,19.77
386,18.83
387,19.45
388,19.46
389,18.71
390,18.6
391,19.15
392,19.12
393,19.6
394,18.76
395,19.54
396,19.1
397,19.73
398,20.15
399,19.67
400,19.52
401,18.97
402,19.72
403,19.06
404,19.23
405,18.74
406,18.76
407,19.68
408,20.13
409,19.75
410,20.42
411,20.4
412,19.58
413,20.5
414,20.82
415,21.08
416,20.55
417,21.31
418,20.27
